NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
2041249,EPWORTH SCHOOL,110 N ELM AVE,WEBSTER GROVES,MO,ST. LOUIS
2041613,SOLOMON SCHECHTER DAY SCHOOL,348 S MASON RD,SAINT LOUIS,MO,ST. LOUIS
2041668,THE ST MICHAEL SCHOOL OF CLAYTON,6345 WYDOWN BLVD,SAINT LOUIS,MO,ST. LOUIS
2161565,QUEEN OF ALL SAINTS SCHOOL,6611 CHRISTOPHER DR,SAINT LOUIS,MO,ST. LOUIS
2189015,ST VINCENT HOME/SCHOOL,7401 FLORISSANT RD,SAINT LOUIS,MO,ST. LOUIS
A0701418,LIVING WATER ACADEMY,17770 MUELLER RD,WILDWOOD,MO,ST. LOUIS
A0750052,THE CENTRE AT CONWAY,13725 CONWAY RD,SAINT LOUIS,MO,ST. LOUIS
A0771061,CLIMBING ROSE KINDERGARTEN,2320 BELLEVUE AVE,SAINT LOUIS,MO,ST. LOUIS
A0105669,HOPE MONTESSORI ACADEMY - BALLWIN,2809 BARRETT STATION RD,BALLWIN,MO,ST. LOUIS
A0301977,SHINING RIVERS WALDORF SCHOOL,915 N ELM AVE,WEBSTER GROVES,MO,ST. LOUIS
A0502140,SAUL MIROWITZ DAY SCHOOL-REFORM JEWISH ACADEMY,11411 N 40 DR,SAINT LOUIS,MO,ST. LOUIS
A0502154,WESTWOOD JUNIOR ACADEMY,16601 WILD HORSE CREEK RD,CHESTERFIELD,MO,ST. LOUIS
A0701408,COVENANT CHRISTIAN SCHOOL,2145 N BALLAS RD,SAINT LOUIS,MO,ST. LOUIS
A0740163,NEW LIFE CHRISTIAN SCHOOL,11570 MARK TWAIN LN,BRIDGETON,MO,ST. LOUIS
A0750105,CHILD PREP DEVELOPMENTAL CENTER,2115 CHAMBERS RD,SAINT LOUIS,MO,ST. LOUIS
A9300538,WEST COUNTY CHRISTIAN ACADEMY,13431 N OUTER 40 RD,CHESTERFIELD,MO,ST. LOUIS
A9707019,CLAYTON CHILD CENTER/CLAYTON ACADEMY,1414 BELLEVUE AVE,SAINT LOUIS,MO,ST. LOUIS
AA000033,ANDREWS ACADEMY - CREVE COEUR,888 N MASON RD,SAINT LOUIS,MO,ST. LOUIS
752265,ST JOSEPH ELEMENTARY SCHOOL,555 SAINT JOSEPH LN,MANCHESTER,MO,ST. LOUIS
750698,ST MICHAEL THE ARCHANGEL SCHOOL,7630 SUTHERLAND AVE,SAINT LOUIS,MO,ST. LOUIS
2189026,ST JOSEPH INSTITUTE FOR THE DEAF,1809 CLARKSON RD,CHESTERFIELD,MO,ST. LOUIS
750508,HOLY REDEEMER CATHOLIC SCHOOL,341 E LOCKWOOD AVE,WEBSTER GROVES,MO,ST. LOUIS
752119,NOTRE DAME HIGH SCHOOL,320 E RIPA AVE,SAINT LOUIS,MO,ST. LOUIS
A0105516,APOSTOLIC CHRISTIAN SCHOOL,21353 OLD HIGHWAY 160,REEDS SPRING,MO,STONE
A0701435,THE APPLESEED CHRISTIAN ACADEMY,658 WALKINGTON LN,BRANSON,MO,TANEY
A9103793,TRINITY CHRISTIAN ACADEMY,119 MYRTLE AVE,HOLLISTER,MO,TANEY
750734,ST VINCENT DE PAUL SCHOOL,13495 S STATE HIGHWAY 94,MARTHASVILLE,MO,WARREN
A0105702,WOODS FORK AMISH SCHOOL,1560 NATION SCHOOL RD,MARSHFIELD,MO,WEBSTER
A0502134,OAK RIDGE AMISH SCHOOL,NORTH OF HWY V ON WAGON LN,SEYMOUR,MO,WEBSTER
A0701430,ROCKY RIDGE AMISH SCHOOL,SOUTH OF ST HWY P ON SKYLINE RD-EAST SIDE OF SKYLI,SEYMOUR,MO,WEBSTER
A0105522,BRIGHT PRAIRIE AMISH SCHOOL,EAST SIDE OF HAZELWOOD RD OFF BRIGHT PRAIRIE RD-NE,SEYMOUR,MO,WEBSTER
751567,CENTRAL CATHOLIC SCHOOL AND ACADEMY,1106 N JEFFERSON AVE,SAINT LOUIS,MO,ST. LOUIS CITY
751793,IMMACULATE HEART OF MARY SCHOOL,4070 BLOW ST,SAINT LOUIS,MO,ST. LOUIS CITY
751614,CATHEDRAL BASILICA SCHOOL OF ST LOUIS,4430 MARYLAND AVE,SAINT LOUIS,MO,ST. LOUIS CITY
A0502113,DE LA SALLE MIDDLE SCHOOL,4145 KENNERLY AVE,SAINT LOUIS,MO,ST. LOUIS CITY
751909,ST ELIZABETH ACADEMY,3401 ARSENAL ST,SAINT LOUIS,MO,ST. LOUIS CITY
751705,BISHOP DU BOURG HIGH SCHOOL,5850 EICHELBERGER ST,SAINT LOUIS,MO,ST. LOUIS CITY
A0502165,FIVE FALLS CHRISTIAN SCHOOL,2930 FLOOD RD,GREAT FALLS,MT,CASCADE
A9902713,FOOTHILLS COMMUNITY CHRISTIAN SCHOOL,2210 5TH AVE N,GREAT FALLS,MT,CASCADE
A0502177,SUMMIT PREPARATORY SCHOOL,1605 DANIELSON RD,KALISPELL,MT,FLATHEAD
A0740166,GREENWOOD ACADEMY,2015 WHEAT DR,BOZEMAN,MT,GALLATIN
A0105804,BOZEMAN CHRISTIAN,32 RED FOX LN,BOZEMAN,MT,GALLATIN
792151,HERITAGE CHRISTIAN SCHOOL,4310 DURSTON RD,BOZEMAN,MT,GALLATIN
791486,ST JUDE THADDEUS SCHOOL,430 7TH AVE,HAVRE,MT,HILL
A9103900,PINEHAVEN CHRISTIAN CHILDRENS RANCH,410 ST MARYS DR,SAINT IGNATIUS,MT,LAKE
A9902705,CHRIST'S CHURCH ACADEMY,921 E 6TH AVE,HELENA,MT,LEWIS AND CLARK
A9103915,THE THOMAS MORE SCHOOLS,30 SIRIUS DR,EMIGRANT,MT,PARK
2042038,CONRAD CHRISTIAN SCHOOL,1079 CONRAD DUPUYER RD,CONRAD,MT,PONDERA
791613,BILLINGS CENTRAL CATHOLIC HIGH SCHOOL,3 BROADWATER AVE,BILLINGS,MT,YELLOWSTONE
810059,ST JOHN NEUMANN ELEMENTARY SCHOOL,420 CHERRY ST,CLARKSON,NE,COLFAX
811096,ZION ST JOHN LUTHERAN SCHOOL,998 6TH RD,WISNER,NE,CUMING
A9702167,PRAIRIE VIEW ADVENTIST SCHOOL,W HIGHWAY 20,CHADRON,NE,DAWES
A0302013,TREATMENT GROUP HOME,178 SUDYKA,BOYS TOWN,NE,DOUGLAS
A0502179,APOLLOS PREPARATORY ELEMENTARY SCHOOL,3223 N 45TH ST,OMAHA,NE,DOUGLAS
A0507816,MONTESSORI CHILDRENS VILLAGE,12504 PACIFIC ST,OMAHA,NE,DOUGLAS
A9104222,SWORD OF THE SPIRIT ELEMENTARY-HIGH SCHOOL,4116 S 26TH ST,OMAHA,NE,DOUGLAS
A0106009,MONTESSORI EDUCATIONAL CENTER,12504 PACIFIC ST,OMAHA,NE,DOUGLAS
A0507817,MONTESSORI EDUCATIONAL CENTER,7101 MERCY RD # 111,OMAHA,NE,DOUGLAS
A0701458,EMMA KOPECKY ELEMENTARY DAY SCHOOL,913 LEAWOOD DR,OMAHA,NE,DOUGLAS
811391,MT CALVARY LUTHERAN SCHOOL,5529 LEAVENWORTH ST,OMAHA,NE,DOUGLAS
809633,ST BERNARD CATHOLIC SCHOOL,3604 N 65TH ST,OMAHA,NE,DOUGLAS
A9702187,JESUIT ACADEMY,2311 N 22ND ST,OMAHA,NE,DOUGLAS
A9104178,BOYS TOWN HIGH SCHOOL,13803 FLANAGAN BLVD,BOYS TOWN,NE,DOUGLAS
809509,MERCY HIGH SCHOOL,1501 S 48TH ST,OMAHA,NE,DOUGLAS
809779,ST THOMAS MORE SCHOOL,3515 S 48TH AVE,OMAHA,NE,DOUGLAS
809768,ST STANISLAUS SCHOOL,4501 S 41ST ST,OMAHA,NE,DOUGLAS
809451,HOLY GHOST CATHOLIC SCHOOL,5302 S 52ND ST,OMAHA,NE,DOUGLAS
811711,GRACE LUTHERAN SCHOOL,434 N 16TH ST,GENEVA,NE,FILLMORE
811631,IMMANUEL LUTHERAN SCHOOL,2406 E 26TH RD,POLK,NE,HAMILTON
809804,ST MARYS SCHOOLS,300 N 4TH ST,O'NEILL,NE,HOLT
810092,ST JOSEPH ELEMENTARY SCHOOL,102 N TULLER,ATKINSON,NE,HOLT
810015,ST LUDGER ELEMENTARY SCHOOL,410 BRYANT AVE,CREIGHTON,NE,KNOX
A9502670,LINCOLN MONTESSORI SCHOOL,2615 AUSTIN DR,LINCOLN,NE,LANCASTER
2042366,ST MARK EVANGELICAL LUTHERAN SCHOOL,3930 S 19TH ST,LINCOLN,NE,LANCASTER
810671,SACRED HEART SCHOOL,540 N 31ST ST,LINCOLN,NE,LANCASTER
810285,SACRED HEART ELEMENTARY,2301 W MADISON AVE,NORFOLK,NE,MADISON
A9104208,NEBRASKA CHRISTIAN SCHOOLS,1847 INSKIP AVE,CENTRAL CITY,NE,MERRICK
810729,SACRED HEART SCHOOL,250 N PHILLIPS ST,LAWRENCE,NE,NUCKOLLS
811187,ST JOHNS LUTHERAN SCHOOL,39346 205TH AVE,COLUMBUS,NE,PLATTE
811176,IMMANUEL LUTHERAN SCHOOL,2865 26TH AVE,COLUMBUS,NE,PLATTE
810616,ST PATRICK ELEMENTARY SCHOOL,401 E F ST,MCCOOK,NE,RED WILLOW
809622,ST BERNADETTE SCHOOL,7600 S 42ND ST,OMAHA,NE,SARPY
K9303558,BELLEVUE CHRISTIAN ACADEMY,1400 HARVELL DR,BELLEVUE,NE,SARPY
A0105949,HELPING HANDS,1901 E 31ST ST,SCOTTSBLUFF,NE,SCOTTS BLUFF
809972,ST AUGUSTINE INDIAN MISSION SCHOOL,1 MISSION RD S,WINNEBAGO,NE,THURSTON
A0302031,ROCK OF AGES BAPTIST ACADEMY,1445 LUCAS RD,FALLON,NV,CHURCHILL
846926,ST JOSEPH SCHOOL,1300 E BRIDGER AVE,LAS VEGAS,NV,CLARK
846915,ST VIATOR CATHOLIC SCHOOL,4246 S EASTERN AVE,LAS VEGAS,NV,CLARK
1924098,LAS VEGAS JUNIOR ACADEMY,6059 W OAKEY BLVD,LAS VEGAS,NV,CLARK
A0106133,MT OLIVE LUTERAN SCHOOL,3975 S SANDHILL RD,LAS VEGAS,NV,CLARK
A0502204,KIDS R KIDS OF SILVERADO RANCH,985 E SERENE AVE,LAS VEGAS,NV,CLARK
A0502209,MCCARRAN CHILD DEVELOPMENT CENTER,1788 LANDING STRIP AVE,LAS VEGAS,NV,CLARK
A0502213,SOUTHERN HIGHLANDS PREPARATORY SCHOOL,11500 SOUTHERN HIGHLANDS PKWY,LAS VEGAS,NV,CLARK
A0701465,IMAGINATION PLUS CHILD CARE CENTER,1617 ALTA DR,LAS VEGAS,NV,CLARK
K9303911,GRIFFITH UNITED METHODIST PRESCHOOL,1701 E OAKEY BLVD,LAS VEGAS,NV,CLARK
K9303917,MOUNTAIN VIEW LUTHERAN SCHOOL,9550 W CHEYENNE AVE,LAS VEGAS,NV,CLARK
A0302019,CORNERSTONE CHRISTIAN ACADEMY,5825 ELDORA AVE,LAS VEGAS,NV,CLARK
A0502191,CANDIL HALL EARLY CHILDHOOD EDUCATION,5348 N RAINBOW BLVD,LAS VEGAS,NV,CLARK
A0502206,KINDER PREP ACADEMY,5695 N RAINBOW BLVD,LAS VEGAS,NV,CLARK
A0507838,CSN EARLY CHILDHOOD EDUCATION LAB SCHOOL,3200 E CHEYENNE AVE,NORTH LAS VEGAS,NV,CLARK
A0507845,CHILDRENS CHOICE LEARNING CENTER,1310 W WARM SPRINGS RD,HENDERSON,NV,CLARK
A9902799,WASSELL ACADEMY,5000 EDNA AVE,LAS VEGAS,NV,CLARK
K9303909,TRINITY UNITED METODIST CHURCH SCHOOL/CHILD CARE,6151 W CHARLESTON BLVD,LAS VEGAS,NV,CLARK
K9303922,CITIBANK FAMILY CENTER,2720 CRYSTAL WATER WAY,LAS VEGAS,NV,CLARK
A0106130,MINDEN MONTESSORI SCHOOL,1695 COUNTY RD,MINDEN,NV,DOUGLAS
A9104659,SPRING CREEK CHRISTIAN ACADEMY,285 SPRING CREEK PKWY,SPRING CREEK,NV,ELKO
A9902786,NEW HOPE CHRISTIAN ACADEMY,781 WEST ST,PAHRUMP,NV,NYE
846857,OUR LADY OF THE SNOWS SCHOOL,1125 LANDER ST,RENO,NV,WASHOE
A0106136,NORTHERN NEVADA TEEN CHALLENGE,7555 PYRAMID,SPARKS,NV,WASHOE
A0302028,LEGACY CHRISTIAN SCHOOL,6255 PYRAMID WAY,SPARKS,NV,WASHOE
A0301391,RAINBOW OF HOPE,2201 KICKAPOO DR,DANVILLE,IL,VERMILION
A9104243,IMMACULATE CONCEPTION APOSTOLIC SCHOOL,109 DANE RD,CENTER HARBOR,NH,BELKNAP
A9707358,MOUNTAIN VIEW MONTESSORI SCHOOL,3470 WHITE MOUNTAIN HWY,INTERVALE,NH,CARROLL
851889,THE MEETING SCHOOL,120 THOMAS RD,RINDGE,NH,CHESHIRE
347519,SCHLARMAN ACADEMY,2112 N VERMILION ST,DANVILLE,IL,VERMILION
A9707373,ORCHARD SCHOOL THE,114 OLD SETTLERS RD,ALSTEAD,NH,CHESHIRE
851663,ST PATRICK SCHOOL,70 MAIN ST,JAFFREY,NH,CHESHIRE
345329,ST MICHAEL SCHOOL,136 S 3RD ST,RADOM,IL,WASHINGTON
A9502725,NFI NORTH COUNTRY SHELTER,7 DAVENPORT RD,JEFFERSON,NH,COOS
347723,ST MARY SCHOOL & COMMUNITY MIDDLE SCHOOL,6 W 6TH ST,STERLING,IL,WHITESIDE
A9702211,DAVENPORT SCHOOL,30 DAVENPORT RD,JEFFERSON,NH,COOS
A9102566,SAUK VALLEY CHRISTIAN ACADEMY,5505 ANNE ST,GALT,IL,WHITESIDE
2025883,GAH DILLARD HARRIS EDUCATIONAL CENTER,1550 PLAINFIELD RD,JOLIET,IL,WILL
A0507607,KINDERCARE LEARNING CENTERS,895 S WEBER RD,BOLINGBROOK,IL,WILL
A9706291,SHOREWOOD EARLY LEARNING,651 DEERWOOD DR,SHOREWOOD,IL,WILL
A9901784,ELITE CHILDREN'S ACADEMY,23253 W RENWICK RD,PLAINFIELD,IL,WILL
A0700852,IVY LEAGUE MONTESSORI SCHOOL,893 COUNTRY CREEK DR,NEW LENOX,IL,WILL
A9102362,CHRIST'S ACADEMY,114 CHANNAHON ST,SHOREWOOD,IL,WILL
A9706290,SANDBOX PRESCHOOL & CHILD CARE,12030 W 159TH ST,HOMER GLEN,IL,WILL
A9901783,MARY SEARS CHILDREN'S ACADEMY,13245 W LINCOLN HWY,NEW LENOX,IL,WILL
346209,ST DENNIS SCHOOL,1201 S WASHINGTON ST,LOCKPORT,IL,WILL
351489,ST PETER LUTHERAN SCHOOL,310 N BROADWAY ST,JOLIET,IL,WILL
2025996,UNITY CHRISTIAN SCHOOL,100 E COLLEGE ST,ENERGY,IL,WILLIAMSON
354865,MARION SEVENTH-DAY ADVENTIST CHRISTIAN SCHOOL,9314 OLD ROUTE 13,MARION,IL,WILLIAMSON
350984,ROCKFORD CHRISTIAN SCHOOLS,1401 N BELL SCHOOL RD,ROCKFORD,IL,WINNEBAGO
A9501708,ST PAUL COGIC ACADEMY,1001 BISHOP WASHINGTON AVE,ROCKFORD,IL,WINNEBAGO
349334,CHRISTIAN LIFE SCHOOLS,5950 SPRINGCREEK RD,ROCKFORD,IL,WINNEBAGO
347064,ST MARY ELEMENTARY SCHOOL,400 W CHATHAM,METAMORA,IL,WOODFORD
425963,WABASH VALLEY SCHOOL,0535 E 900S,GENEVA,IN,ADAMS
A0301480,HICKORY GROVE SCHOOL,8455 S 150 E,GENEVA,IN,ADAMS
A0301488,HARTFORD VALLEY SCHOOL,4734 W 850 S,GENEVA,IN,ADAMS
A0700927,HIDDEN VALLEY SCHOOL,2497 E 500 S,BERNE,IN,ADAMS
A9701460,COUNTRYSIDE SCHOOL,1342 S 250 E,DECATUR,IN,ADAMS
422714,MOST PRECIOUS BLOOD CATHOLIC SCHOOL,1529 BARTHOLD ST,FORT WAYNE,IN,ALLEN
423183,ST THERESE SCHOOL,2222 LOWER HUNTINGTON RD,FORT WAYNE,IN,ALLEN
424427,HOLY CROSS LUTHERAN SCHOOL,3425 CRESCENT AVE,FORT WAYNE,IN,ALLEN
426617,BETHEL HOLINESS CHRISTIAN SCHOOL,6060 N US HIGHWAY 31,COLUMBUS,IN,BARTHOLOMEW
423988,SACRED HEART ELEMENTARY SCHOOL,607 N WASHINGTON AVE,FOWLER,IN,BENTON
A0770867,GODDARD SCHOOL,1640 W OAK ST,ZIONSVILLE,IN,BOONE
A0103304,TRINITY CHRISTIAN SCHOOL,6461 S STATE ROAD 75,JAMESTOWN,IN,BOONE
A0301485,INTERACTIVE ACADEMY,3795 S US HIGHWAY 421,ZIONSVILLE,IN,BOONE
423897,ALL SAINTS CATHOLIC SCHOOL,121 EEL RIVER AVE,LOGANSPORT,IN,CASS
1648457,TRINITY HOLINESS ACADEMY,1604 STATE ST,WASHINGTON,IN,DAVIESS
422419,WASHINGTON CATHOLIC SCHOOLS,201 NE 2ND ST,WASHINGTON,IN,DAVIESS
421721,ST MARY ELEMENTARY SCHOOL,210 S EAST ST,GREENSBURG,IN,DECATUR
A9901822,APPLE TREE CHILD DEVELOPMENT CENTER,3501 N CHADAM LN,MUNCIE,IN,DELAWARE
423842,ST MARY SCHOOL,2301 W GILBERT ST,MUNCIE,IN,DELAWARE
422474,HOLY FAMILY SCHOOL,990 CHURCH AVE,JASPER,IN,DUBOIS
422907,ST THOMAS THE APOSTLE CATHOLIC SCHOOL,1331 N MAIN ST,ELKHART,IN,ELKHART
426107,HARRISON CHRISTIAN SCHOOL,64784 COUNTY ROAD 11,GOSHEN,IN,ELKHART
A9501786,REDEEMER COMMUNITY CHRISTIAN SCHOOL,24004 OLD US 20,ELKHART,IN,ELKHART
A9102715,MONTESSORI SCHOOL OF ELKHART,1 MONTESSORI DR,ELKHART,IN,ELKHART
A9102790,WILLOW SPRING SCHOOL,65265 COUNTY ROAD 13,GOSHEN,IN,ELKHART
425282,CLINTON CENTER AMISH SCHOOL,63452 CR 37,GOSHEN,IN,ELKHART
A9102641,CLEARFORK CHRISTIAN ACADEMY,3015 BUDD RD,NEW ALBANY,IN,FLOYD
422281,ST JAMES ELEMENTARY SCHOOL,12394 S 40 W,HAUBSTADT,IN,GIBSON
422485,STS PETER & PAUL SCHOOL,210 N VINE ST,HAUBSTADT,IN,GIBSON
425577,LAKEVIEW CHRISTIAN SCHOOL,5318 S WESTERN AVE,MARION,IN,GRANT
1901536,CALVARY CHRISTIAN SCHOOL,9825 W STATE ROAD 54,LINTON,IN,GREENE
425828,UNION BIBLE COLLEGE ACADEMY,434 S UNION ST,WESTFIELD,IN,HAMILTON
A0301528,LEGACY CHRISTIAN SCHOOL,470 LAKEVIEW DR,NOBLESVILLE,IN,HAMILTON
A0509075,MONTESSORI SCHOOL OF WESTFIELD,800 SYCAMORE ST,WESTFIELD,IN,HAMILTON
A0770866,GODDARD SCHOOL NOBLESVILLE II,2291 GREENFIELD AVE,NOBLESVILLE,IN,HAMILTON
A0103230,FISHERS MONTESSORI SCHOOLS,13097 ALLISONVILLE RD,FISHERS,IN,HAMILTON
A0103234,GODDARD SCHOOL,11479 FISHERS POINT BLVD,FISHERS,IN,HAMILTON
A0501625,COMMUNITY MONTESSORI SCHOOL,9069 E 141ST ST,FISHERS,IN,HAMILTON
1613876,CORNERSTONE CHRISTIAN ACADEMY,1361 CHRISTIAN AVE,NOBLESVILLE,IN,HAMILTON
A0501646,STS JOAN OF ARC & PATRICK SCHOOL,3155 S 200 W,KOKOMO,IN,HOWARD
A9102640,CHRISTIAN HERITAGE ACADEMY,3007 E CARTER ST,KOKOMO,IN,HOWARD
426242,KOKOMO CHRISTIAN SCHOOL,2635 S DIXON RD,KOKOMO,IN,HOWARD
424948,IMMANUEL-LUTHERAN SCHOOL,520 S CHESTNUT ST,SEYMOUR,IN,JACKSON
A0301419,BEARCREEK PAROCHIAL SCHOOL,6751 N 200 E,BRYANT,IN,JAY
421266,PRINCE OF PEACE CATHOLIC SCHOOLS,305 W STATE ST,MADISON,IN,JEFFERSON
A9102764,TABERNACLE CHRISTIAN SCHOOL,701 S MAIN ST,EDINBURGH,IN,JOHNSON
422452,FLAGET ELEMENTARY SCHOOL,800 VIGO ST,VINCENNES,IN,KNOX
A9701483,HOPEWELL SCHOOL,5784 E 1000 S,CLAYPOOL,IN,KOSCIUSKO
426297,LITTLE ACORN SCHOOL,1030 N 500 W,LAGRANGE,IN,LAGRANGE
424121,SPRINGHILL SCHOOL,3010 W 600 S,TOPEKA,IN,LAGRANGE
424733,HOWE MILITARY SCHOOL,5755 N STATE ROAD 9,HOWE,IN,LAGRANGE
426333,HEBRON CHRISTIAN DAY SCHOOL,0620S 600W,LAGRANGE,IN,LAGRANGE
427075,NEW VALENTINE AMISH SCHOOL,1130 E 300 S,LAGRANGE,IN,LAGRANGE
A0301573,WABASH TRAIL AMISH,2770 W 700 S,TOPEKA,IN,LAGRANGE
A9102650,CREEKSIDE AMISH SCHOOL,1280 E 250 N,LAGRANGE,IN,LAGRANGE
A9102655,EAST YODER SCHOOL,620 S 700 W,LAGRANGE,IN,LAGRANGE
A9302941,CABLE LINE SCHOOL,4520 W 100 S,LAGRANGE,IN,LAGRANGE
A0301477,HAWPATCH SCHOOL,4040 S 150 W,LAGRANGE,IN,LAGRANGE
A0301532,PAIGE CREEK SCHOOL,7870 W 675 N,SHIPSHEWANA,IN,LAGRANGE
A0700947,MEADOWBROOK SCHOOL,2960 E 200 S,LAGRANGE,IN,LAGRANGE
A9501792,SOUTH EDEN SCHOOL,8750 W 750 S,LIGONIER,IN,NOBLE
A9102710,MIDDLE BARRENS SCHOOL,2440 N 1150 W,MIDDLEBURY,IN,LAGRANGE
A9102685,INDIAN TRAIL SCHOOL,4655 N 150 W,HOWE,IN,LAGRANGE
A9701539,VALLEY LINE SCHOOL,3055 N 500 W,SHIPSHEWANA,IN,LAGRANGE
424176,WOODSIDE SCHOOL,2350 N 250 W,LAGRANGE,IN,LAGRANGE
424143,BLOOMFIELD HILLS SCHOOL,3765 E 225N,LAGRANGE,IN,LAGRANGE
A9102709,MEADOW VIEW SCHOOL,4945 S 675 W,TOPEKA,IN,LAGRANGE
423729,ST BRIDGET SCHOOL,107 MAIN ST,HOBART,IN,LAKE
A0103198,BIBLE BAPTIST SCHOOL,8720 ORCHARD DR,HIGHLAND,IN,LAKE
A0700982,TEDM ACADEMY,416 E RIDGE RD,GARY,IN,LAKE
AB911648,CROWN POINT CHRISTIAN SCHOOL,10550 PARK PL,SAINT JOHN,IN,LAKE
423456,ST MICHEAL ELEMENTARY SCHOOL,16 W WILHELM ST,SCHERERVILLE,IN,LAKE
1601995,ST EDWARD SCHOOL,210 S NICHOLS ST,LOWELL,IN,LAKE
A9701513,PATHWAY CHRISTIAN SCHOOL,495 S INDIANA AVE,CROWN POINT,IN,LAKE
423401,NOTRE DAME SCHOOL,1000 MOORE RD,MICHIGAN CITY,IN,LAPORTE
A0103242,IMAGINATION STATION CHILD DEVELOPMENT CENTER,1200 E COOLSPRING AVE,MICHIGAN CITY,IN,LAPORTE
424799,ST PAUL LUTHERAN SCHOOL,818 FRANKLIN ST,MICHIGAN CITY,IN,LAPORTE
2026694,STONE CITY CHRISTIAN ACADEMY,1813 26TH ST,BEDFORD,IN,LAWRENCE
425635,LITTLE PEOPLES PREP,5935 E 27TH ST,INDIANAPOLIS,IN,MARION
421834,ST SIMON THE APOSTLE SCHOOL,8155 OAKLANDON RD,INDIANAPOLIS,IN,MARION
425533,HERITAGE CHRISTIAN SCHOOL,6401 E 75TH ST,INDIANAPOLIS,IN,MARION
1902234,CHAPEL HILL CHRISTIAN SCHOOL,1055 N GIRLS SCHOOL RD,INDIANAPOLIS,IN,MARION
2026912,MONTESSORI CHILDRENS HOUSE,222 S 4TH AVE,BEECH GROVE,IN,MARION
A9701439,CURTIS WILSON PRIMARY SCHOOL O,7850 S EMERSON AVE,INDIANAPOLIS,IN,MARION
A0103241,HORIZON CHRISTIAN SCHOOL,7702 INDIAN LAKE RD,INDIANAPOLIS,IN,MARION
A0103245,JEWEL CHILDCARE PRESCHOOL & KINDERGARTEN,5750 E 30TH ST,INDIANAPOLIS,IN,MARION
A0700917,FAITH CHRISTIAN SCHOOL,6801 S EAST ST,INDIANAPOLIS,IN,MARION
A0700949,MUHAMMAD'S SCHOOL,2248 E 38TH ST,INDIANAPOLIS,IN,MARION
A0700951,NEW GENERATIONS TRAINING ACADEMY,8641 E 30TH ST STE E,INDIANAPOLIS,IN,MARION
A9102688,INDIANAPOLIS CHRISTIAN SCHOOL,620 E 10TH ST,INDIANAPOLIS,IN,MARION
A9704028,KINDERCARE LEARNING CENTER,8829 MADISON AVE,INDIANAPOLIS,IN,MARION
K9500252,GOD'S KIDS EARLY LEARNING MINISTRY,6049 E 91ST ST,INDIANAPOLIS,IN,MARION
A9701461,COVENANT CHRISTIAN HIGH SCHOOL,7525 W 21ST ST,INDIANAPOLIS,IN,MARION
421969,IMMACULATE HEART OF MARY SCHOOL,317 E 57TH ST,INDIANAPOLIS,IN,MARION
A9102622,BUILDING BLOCKS ACADEMY,3515 WASHINGTON BLVD,INDIANAPOLIS,IN,MARION
1901514,BREBEUF JESUIT PREPARATORY SCHOOL,2801 W 86TH ST,INDIANAPOLIS,IN,MARION
421776,ST MONICA CATHOLIC SCHOOL,6131 MICHIGAN RD,INDIANAPOLIS,IN,MARION
422066,CATHEDRAL HIGH SCHOOL,5225 E 56TH ST,INDIANAPOLIS,IN,MARION
424267,CALVARY LUTHERAN SCHOOL,6111 S SHELBY ST,INDIANAPOLIS,IN,MARION
425497,HARMONY SCHOOL,909 E 2ND ST,BLOOMINGTON,IN,MONROE
A9701494,LIGHTHOUSE CHRISTIAN ACADEMY,1201 W THAT RD,BLOOMINGTON,IN,MONROE
K9302422,BLOOMINGTON DEVELOPMENTAL LEARNING CENTER,1807 S HIGHLAND AVE,BLOOMINGTON,IN,MONROE
K9302430,THE PREP SCHOOL,525 W 17TH ST,BLOOMINGTON,IN,MONROE
A0700899,CHILDREN'S PARK CHLD CARE CENTER,310 E SOUTH ST,MOORESVILLE,IN,MORGAN
A0700913,DUNELAND MONTESSORI ACADEMY,109 W PORTER AVE STE B,CHESTERTON,IN,PORTER
A9300376,MARANATHA CHRISTIAN ACADEMY,2780 RUSSELL ST,PORTAGE,IN,PORTER
A9701443,RESCARE RESIDENTIAL PROGRAM,1306 S BLOOMINGTON ST,GREENCASTLE,IN,PUTNAM
K9302289,PEACE LUTHERAN SCHOOL,1421 S BLOOMINGTON ST,GREENCASTLE,IN,PUTNAM
426209,FLAT ROCK AMISH SCHOOL,5117 W STATE ROAD 244,MILROY,IN,RUSH
A9501763,MILROY AMISH SCHOOL,652 W 1100 S,MILROY,IN,DECATUR
A0301427,CALVARY CHRISTIAN SCHOOL,53494 FIR RD,GRANGER,IN,ST. JOSEPH
A0103296,STARZ ACADEMY,2117 E JEFFERSON BLVD,SOUTH BEND,IN,ST. JOSEPH
422791,MISHAWAKA CATHOLIC SCHOOL,230 S SPRING ST,MISHAWAKA,IN,ST. JOSEPH
1640301,FIRST BAPTIST CHRISTIAN SCHOOL,724 N MAIN ST,MISHAWAKA,IN,ST. JOSEPH
A9300378,THE RABBI NAFTALI RIFF YESHIVA,6510 HOOVER RD,INDIANAPOLIS,IN,MARION
A0301463,TIPPECANOE CHRISTIAN SCHOOL,108 BECK LN,LAFAYETTE,IN,TIPPECANOE
A0301501,LIGHTHOUSE BAPTIST CHRISTIAN ACADEMY,1730 E 430 S,LAFAYETTE,IN,TIPPECANOE
