NAME,ADDRESS,CITY,STATE,COUNTY
TELSHE HIGH SCHOOL,3535 W FOSTER AVE,CHICAGO,IL,COOK
WEST SUBURBAN MONTESSORI SCHOOL,1039 S EAST AVE,OAK PARK,IL,COOK
YESHIVA OHR BORUCH,2620 W TOUHY AVE,CHICAGO,IL,COOK
YESHIVAS TIFERES TZVI,6122 N CALIFORNIA AVE,CHICAGO,IL,COOK
AKIBA-SCHECHTER JEWISH DAY SCHOOL,5235 S CORNELL AVE,CHICAGO,IL,COOK
ALL DAY MONTESSORI,1819 W 99TH ST,CHICAGO,IL,COOK
BEVERLY HILLS SDA SCHOOL,9356 S JUSTINE STR,CHICAGO,IL,COOK
BEVERLY MONTESSORI SCHOOL,9916 S WALDEN PKWY,CHICAGO,IL,COOK
BOBBIE NOONANS CHILD CARE CENTER,4951 W 115TH ST,ALSIP,IL,COOK
BUFFALO GROVE MONTESSORI SCHOOL,950 ELLEN DR,BUFFALO GROVE,IL,COOK
CHESTERFIELD TOM THUMB DAYCARE CENTER,9214 S COTTAGE GROVE AVE,CHICAGO,IL,COOK
CHICAGO SDA ELEMENTARY SCHOOL,7008 S MICHIGAN AVE,CHICAGO,IL,COOK
COUNCIL OAK MONTESSORI SCHOOL,11030 S LONGWOOD DR,CHICAGO,IL,COOK
CREATIVE LEARNING MONTESSORI SCHOOL,1410 S BARRINGTON RD,BARRINGTON,IL,COOK
DAYSTAR SCHOOL,1550 S STATE ST STE 100 STE 2,CHICAGO,IL,COOK
GLORIA DEI LUTHERAN SCHOOL,5259 S MAJOR AVE,CHICAGO,IL,COOK
IMMANUEL LUTHERAN SCHOOL,200 N PLUM GROVE RD,PALATINE,IL,COOK
MONTESSORI ACADEMY OF NORTH HOFFMAN,1250 FREEMAN RD,HOFFMAN ESTATES,IL,COOK
MOTHER MCAULEY LIBERAL ARTS HIGH SCHOOL,3737 W 99TH ST,CHICAGO,IL,COOK
NORTHRIDGE PREPARATORY SCHOOL,8320 W BALLARD RD,NILES,IL,COOK
OUR LADY OF GUADALUPE SCHOOL,9050 S BURLEY AVE,CHICAGO,IL,COOK
PILGRIM LUTHERAN SCHOOL,4300 N WINCHESTER AVE,CHICAGO,IL,COOK
SCIENCE & ARTS ACADEMY,1825 MINER ST,DES PLAINES,IL,COOK
SONIA SHANKMAN ORTHOGENIC SCHOOL,6245 S INGLESIDE AVE,CHICAGO,IL,COOK
SOUTH CENTRAL COMMUNITY SERVICES - SOUTH SHORE,7550 S PHILLIPS AVE,CHICAGO,IL,COOK
SOUTHWEST SUBURBAN MONTESSORI,8800 W 119TH ST,PALOS PARK,IL,COOK
ST ALEXANDER SCHOOL,7025 W 126TH ST,PALOS HEIGHTS,IL,COOK
ST CATHERINE OF ALEXANDRIA SCHOOL,10621 KEDVALE AVE,OAK LAWN,IL,COOK
ST DANIEL THE PROPHET SCHOOL,5337 S NATOMA AVE,CHICAGO,IL,COOK
ST FLORIAN SCHOOL,13110 S BALTIMORE AVE,CHICAGO,IL,COOK
ST JOHN FISHER ELEMENTARY SCHOOL,10200 S WASHTENAW AVE,CHICAGO,IL,COOK
ST JOSEPH ELEMENTARY SCHOOL,5641 S 73RD AVE,SUMMIT,IL,COOK
ST MARY STAR OF THE SEA SCHOOL,6424 S KENNETH AVE,CHICAGO,IL,COOK
ST NORBERT SCHOOL,1817 WALTERS AVE,NORTHBROOK,IL,COOK
ST PAUL LUTHERAN SCHOOL,18 S SCHOOL ST,MOUNT PROSPECT,IL,COOK
ST PAUL LUTHERAN SCHOOL,7621 S DORCHESTER AVE,CHICAGO,IL,COOK
ST RICHARD ELEMENTARY SCHOOL,5025 S KENNETH AVE,CHICAGO,IL,COOK
ST WALTER SCHOOL,11741 S WESTERN AVE,CHICAGO,IL,COOK
THE LATIN SCHOOL OF CHICAGO,59 W NORTH BLVD,CHICAGO,IL,COOK
THE WILLOWS ACADEMY,1015 ROSE AVE,DES PLAINES,IL,COOK
TOTS-N TALES,5784 S ARCHER AVE,CHICAGO,IL,COOK
UNIV OF CHICAGO LAB SCHOOL,1362 E 59TH ST,CHICAGO,IL,COOK
UNIVERSAL SCHOOL,7350 W 93RD ST,BRIDGEVIEW,IL,COOK
WEE CARE NURSERY SCHOOL,1845 E 79TH ST.,CHICAGO,IL,COOK
ARLYN DAY SCHOOL,3013 ILLINOIS RD,WILMETTE,IL,COOK
BAKER DEMONSTRATION SCHOOL,201 SHERIDAN RD,WILMETTE,IL,COOK
BERNARD ZELL ANSHE EMET DAY SCHOOL,3751 N BROADWAY ST,CHICAGO,IL,COOK
BETHESDA INTERNATIONAL ACADEMY,6803 N CAMPBELL AVE,CHICAGO,IL,COOK
CAMBRIDGE SCHOOL OF CHICAGO,1014 E 47TH ST,CHICAGO,IL,COOK
CENTERVIEW THERAPEUTIC SCHOOL,3444 DUNDEE RD,NORTHBROOK,IL,COOK
CHIARAVALLE MONTESSORI SCHOOL,425 DEMPSTER ST,EVANSTON,IL,COOK
CORNERSTONE ACADEMY,1111 N. WELLS STREET,CHICAGO,IL,COOK
HALES FRANCISCAN HIGH SCHOOL,4930 S COTTAGE GROVE AVE,CHICAGO,IL,COOK
HOLY TRINITY HIGH SCHOOL,1443 W DIVISION ST,CHICAGO,IL,COOK
JERUSALEM EVANGELICAL LUTHERAN SCHOOL,6218 CAPULINA AVE,MORTON GROVE,IL,COOK
LEO CATHOLIC HIGH SCHOOL,7901 S SANGAMON ST,CHICAGO,IL,COOK
MCC ACADEMY,8601 MENARD AVE,MORTON GROVE,IL,COOK
MIDWEST MONTESSORI SCHOOL,926 NOYES ST,EVANSTON,IL,COOK
NORTH SHORE COUNTRY DAY SCHOOL,310 GREEN BAY RD,WINNETKA,IL,COOK
NOTRE DAME COLLEGE PREP,7655 W DEMPSTER ST,NILES,IL,COOK
POPE JOHN XXIII SCHOOL,1120 WASHINGTON ST,EVANSTON,IL,COOK
REGINA DOMINICAN HIGH SCHOOL,701 LOCUST RD,WILMETTE,IL,COOK
ROYCEMORE SCHOOL,1200 DAVIS ST,EVANSTON,IL,COOK
SACRED HEART SCHOOL,1095 GAGE ST,WINNETKA,IL,COOK
SACRED HEART SCHOOL-96TH,2926 E. 96TH ST.,CHICAGO,IL,COOK
"THE SCHOOL OF SAINTS FAITH, HOPE & CHARITY",180 RIDGE AVE,WINNETKA,IL,COOK
ST AGNES OF BOHEMIA SCHOOL,2643 S CENTRAL PARK AVE,CHICAGO,IL,COOK
ST ANDREW SCHOOL,1710 W ADDISON ST,CHICAGO,IL,COOK
ST ATHANASIUS ELEMENTARY SCHOOL,2510 ASHLAND AVE,EVANSTON,IL,COOK
ST BENEDICT PREPARATORY SCHOOL,3900 N LEAVITT ST,CHICAGO,IL,COOK
ST GABRIEL ELEMENTARY SCHOOL,4500 S WALLACE ST,CHICAGO,IL,COOK
ST HILARY SCHOOL,5614 N FAIRFIELD AVE,CHICAGO,IL,COOK
ST IGNATIUS COLLEGE PREP,1076 W ROOSEVELT RD,CHICAGO,IL,COOK
ST JOAN OF ARC ELEMENTARY SCHOOL,9245 LAWNDALE AVE,EVANSTON,IL,COOK
ST JOSEPH SCHOOL,1740 LAKE AVE,WILMETTE,IL,COOK
ST MALACHY ELEMENTARY SCHOOL,2252 W WASHINGTON BLVD,CHICAGO,IL,COOK
ST MARGARET MARY ELEMENTARY SCHOOL,7318 N OAKLEY AVE,CHICAGO,IL,COOK
ST MARY OF THE ANGELS SCHOOL,1810 N HERMITAGE AVE,CHICAGO,IL,COOK
ST MICHAEL THE ARCHANGEL SCHOOL,8231 S SOUTH SHORE DR,CHICAGO,IL,COOK
ST NICHOLAS UKRAINIAN CATHOLIC SCHOOL,2200 W RICE ST,CHICAGO,IL,COOK
ST PHILIP NERI ELEMENTARY SCHOOL,2110 E 72ND ST,CHICAGO,IL,COOK
ST PIUS V SCHOOL,1919 S ASHLAND AVE,CHICAGO,IL,COOK
ST SABINA ACADEMY,7801 S THROOP ST,CHICAGO,IL,COOK
ST THOMAS THE APOSTLE,5467 S WOODLAWN AVE,CHICAGO,IL,COOK
ACADEMY OF ST BENEDICT THE AFRICAN,6020 S LAFLIN ST,CHICAGO,IL,COOK
ANNUNCIATA SCHOOL,3750 E 112TH ST,CHICAGO,IL,COOK
ASCENSION ELEMENTARY SCHOOL,601 VAN BUREN ST,OAK PARK,IL,COOK
CHRIST THE KING ELEMENTARY SCHOOL,9240 S HOYNE AVE,CHICAGO,IL,COOK
FENWICK HIGH SCHOOL,505 WASHINGTON BLVD,OAK PARK,IL,COOK
GUERIN PREP HIGH SCHOOL,8001 BELMONT AVE,RIVER GROVE,IL,COOK
IMMACULATE CONCEPTION SCHOOL,7263 W TALCOTT AVE,CHICAGO,IL,COOK
LUTHER NORTH COLLEGE PREP,5700 W BERTEAU AVE,CHICAGO,IL,COOK
MIDWESTERN CHRISTIAN ACADEMY,3465 N CICERO AVE,CHICAGO,IL,COOK
MORGAN PARK ACADEMY,2153 W 111TH ST,CHICAGO,IL,COOK
NEW HORIZON CENTER,6737 W FOREST PRESERVE AVE,CHICAGO,IL,COOK
OAKDALE CHRISTIAN ACADEMY & CHILD CARE,9440 S VINCENNES AVE,CHICAGO,IL,COOK
OUR LADY OF CHARITY SCHOOL,3620 S 57TH CT,CICERO,IL,COOK
OUR LADY OF VICTORY,4434 N LARAMIE AVE,CHICAGO,IL,COOK
PLATO ACADEMY,733 LEE ST STE 200,DES PLAINES,IL,COOK
POPE JOHN PAUL II CATHOLIC SCHOOL,4325 S RICHMOND ST,CHICAGO,IL,COOK
QUEEN OF ALL SAINTS,6230 N LEMONT AVE,CHICAGO,IL,COOK
RESURRECTION COLLEGE PREP HIGH SCHOOL,7500 W TALCOTT AVE,CHICAGO,IL,COOK
ST ANGELA ELEMENTARY SCHOOL,1332 N MASSASOIT AVE,CHICAGO,IL,COOK
ST BEDE THE VENERABLE,4440 W 83RD ST,CHICAGO,IL,COOK
ST BRUNO ELEMENTARY SCHOOL,4839 S HARDING AVE,CHICAGO,IL,COOK
ST CELESTINE SCHOOL,3017 N 77TH AVE,ELMWOOD PARK,IL,COOK
ST CHRISTINA SCHOOL,3333 W 110TH ST,CHICAGO,IL,COOK
ST CORNELIUS ELEMENTARY SCHOOL,5252 N LONG AVE,CHICAGO,IL,COOK
ST CYPRIAN ELEMENTARY SCHOOL,2561 CLINTON ST,RIVER GROVE,IL,COOK
ST EDWARD SCHOOL,4343 W SUNNYSIDE AVE,CHICAGO,IL,COOK
ST EUGENE ELEMENTARY SCHOOL,7930 W FOSTER AVE,CHICAGO,IL,COOK
ST FRANCES OF ROME SCHOOL,1401 S AUSTIN BLVD,CICERO,IL,COOK
ST GALL ELEMENTARY SCHOOL,5515 S SAWYER AVE,CHICAGO,IL,COOK
ST GILES SCHOOL,1034 LINDEN AVE,OAK PARK,IL,COOK
ST JOHN BERCHMANS SCHOOL,2511 W LOGAN BLVD,CHICAGO,IL,COOK
ST LEONARD SCHOOL,3322 CLARENCE AVE,BERWYN,IL,COOK
ST MARY OF THE WOODS SCHOOL,7033 N MOSELLE,CHICAGO,IL,COOK
ST MONICA ACADEMY,5115 N MONT CLARE AVE,CHICAGO,IL,COOK
ST ODILO ELEMENTARY SCHOOL,6617 23RD ST,BERWYN,IL,COOK
ST SAVA ACADEMY,5701 N REDWOOD DR,CHICAGO,IL,COOK
ST SYLVESTER ELEMENTARY SCHOOL,3027 W PALMER BLVD,CHICAGO,IL,COOK
ST VIATOR ELEMENTARY SCHOOL,4140 W ADDISON ST,CHICAGO,IL,COOK
ST VINCENT FERRER ELEMENTARY SCHOOL,1515 LATHROP AVE,RIVER FOREST,IL,COOK
TRINITY HIGH SCHOOL,7574 DIVISION ST,RIVER FOREST,IL,COOK
ANGEL TOWN/A KARRASEL PRIVATE SCHOOL,1920 E. TOUHY AVE.,DES PLAINES,IL,COOK
CALVARY ACADEMY,16300 STATE ST,SOUTH HOLLAND,IL,COOK
CALVIN CHRISTIAN SCHOOL,528 E 161ST PL,SOUTH HOLLAND,IL,COOK
CHRISTIAN HERITAGE ACADEMY,315 WAUKEGAN RD,NORTHFIELD,IL,COOK
CORNERSTONE CHRISTIAN SCHOOL,2926 COMMERCIAL AVE.,S. CHGO. HTS.,IL,COOK
DIVINE PROVIDENCE SCHOOL,2500 MAYFAIR AVE,WESTCHESTER,IL,COOK
HYDE PARK DAY SCHOOL NORTHFIELD,1980 OLD WILLOW RD,NORTHFIELD,IL,COOK
ILLIANA CHRISTIAN HIGH SCHOOL,2261 INDIANA AVE,LANSING,IL,COOK
IMMANUEL CHRISTIAN ACADEMY,2329 S WOLF RD,HILLSIDE,IL,COOK
INCARNATION ELEMENTARY SCHOOL,5705 W 127TH ST,PALOS HEIGHTS,IL,COOK
MARIAN CATHOLIC HIGH SCHOOL,700 ASHLAND AVE,CHICAGO HEIGHTS,IL,COOK
MECA CHRISTIAN ELEMENTARY SCHOOL,425 BOHLAND AVE,BELLWOOD,IL,COOK
NAZARETH ACADEMY,1209 W OGDEN AVE,LA GRANGE PARK,IL,COOK
NORTHWEST SUBURBAN MONTESSORI SCHOOL,800 N FERNANDEZ AVE STE C,ARLINGTON HEIGHTS,IL,COOK
OUR LADY OF THE RIDGE SCHOOL,10859 RIDGELAND AVE,CHICAGO RIDGE,IL,COOK
OUR LADY OF THE WAYSIDE SCHOOL,432 S MITCHELL AVE,ARLINGTON HEIGHTS,IL,COOK
QUEEN OF MARTYRS ELEMENTARY SCHOOL,3550 W 103RD ST,EVERGREEN PARK,IL,COOK
QUEEN OF PEACE HIGH SCHOOL,7659 LINDER AVE,BURBANK,IL,COOK
QUEEN OF THE ROSARY SCHOOL,690 W ELK GROVE BLVD,ELK GROVE VILLAGE,IL,COOK
SCHAUMBURG CHRISTIAN SCHOOL,200 N ROSELLE RD,SCHAUMBURG,IL,COOK
ST COLETTE SCHOOL,3900 PHEASANT DR,ROLLING MEADOWS,IL,COOK
ST GERALD SCHOOL,9320 S 55TH CT,OAK LAWN,IL,COOK
ST GERMAINE SCHOOL,9735 S KOLIN AVE,OAK LAWN,IL,COOK
ST HUBERT SCHOOL,255 FLAGSTAFF LN,HOFFMAN ESTATES,IL,COOK
ST JANE DE CHANTAL SCHOOL,5201 S MCVICKER AVE,CHICAGO,IL,COOK
ST JOHN LUTHERAN SCHOOL,18100 WENTWORTH AVE,LANSING,IL,COOK
ST JOHN OF THE CROSS PARISH SCHOOL,708 51ST ST,WESTERN SPRINGS,IL,COOK
ST LAURENCE HIGH SCHOOL,5556 W 77TH ST,BURBANK,IL,COOK
ST LOUISE DE MARILLAC SCHOOL,1125 HARRISON AVE,LA GRANGE PARK,IL,COOK
ST MARIA GORETTI,10050 IVANHOE AVE,SCHILLER PARK,IL,COOK
ST PATRICIA ELEMENTARY SCHOOL,9000 S 86TH AVE,HICKORY HILLS,IL,COOK
ST PAUL LUTHERAN SCHOOL,4660 W 94TH ST,OAK LAWN,IL,COOK
ST PAUL OF THE CROSS SCHOOL,140 S NORTHWEST HWY,PARK RIDGE,IL,COOK
ST PETER LUTHERAN SCHOOL,111 W OLIVE ST,ARLINGTON HEIGHTS,IL,COOK
ST RAYMOND SCHOOL,300 S ELMHURST AVE,MOUNT PROSPECT,IL,COOK
ST SYMPHOROSA SCHOOL,6125 S AUSTIN AVE,CHICAGO,IL,COOK
ST THERESA ELEMENTARY SCHOOL,445 N BENTON ST,PALATINE,IL,COOK
ST THOMAS OF VILLANOVA SCHOOL,1141 E ANDERSON DR,PALATINE,IL,COOK
ST VIATOR HIGH SCHOOL,1213 E OAKTON ST,ARLINGTON HEIGHTS,IL,COOK
ST ZACHARY ELEMENTARY SCHOOL,567 W ALGONQUIN RD,DES PLAINES,IL,COOK
ALL ABOUT KIDS MONTESSORI SCHOOL,485 N COMMONS DR,AURORA,IL,DUPAGE
ARTHUR CHRISTIAN SCHOOL,1710 STATE HIGHWAY 133,ARTHUR,IL,DOUGLAS
AURORA MONTESSORI SCHOOL,3180 N AURORA RD,AURORA,IL,DUPAGE
BEAR CREEK SCHOOL,303 E COUNTY ROAD 600 N,TUSCOLA,IL,DOUGLAS
BRIDGEPORT CATHOLIC ACADEMY,3700 S LOWE AVE,CHICAGO,IL,COOK
CA MONTESSORI CHILDRENS CENTER,4225 NAPERVILLE RD STE 150,LISLE,IL,DUPAGE
CALVARY CHRISTIAN SCHOOL,9S200 ROUTE 59,NAPERVILLE,IL,DUPAGE
CAMELOT-NWCA,509 OAK ST,DEKALB,IL,DEKALB
CHESTERBROOK ACADEMY,1450 QUINCY BRIDGE CT,BARTLETT,IL,DUPAGE
CHILD S VOICE SCHOOL,180 HANSEN CT,WOOD DALE,IL,DUPAGE
CLINTON CHRISTIAN ACADEMY,801 S MULBERRY ST,CLINTON,IL,DE WITT
CORNERSTONE CHRISTIAN ACADEMY,355 N CROSS ST,SYCAMORE,IL,DEKALB
DIAMANTE MONTESSORI SCHOOL,625 HILLSIDE AVE,GLEN ELLYN,IL,DUPAGE
DOWNERS GROVE CHRISTIAN SCHOOL,929 MAPLE AVE,DOWNERS GROVE,IL,DUPAGE
FLOSSMOOR MONTESSORI SCHOOL,740 WESTERN AVE,FLOSSMOOR,IL,COOK
HOMEWOOD CHRISTIAN ACADEMY,20820 WESTERN AVE,OLYMPIA FIELDS,IL,COOK
IC CATHOLIC PREP,217 S COTTAGE HILL AVE,ELMHURST,IL,DUPAGE
INNOVATIONS ACADEMY,1360 E IRVING PARK RD,STREAMWOOD,IL,COOK
INTERNATIONAL MONTESSORI ACADEMY,1815 MEDITERRANEAN DR,SYCAMORE,IL,DEKALB
MEADOWLARK SCHOOL,148 N CR 100 E,ARTHUR,IL,DOUGLAS
MONTINI CATHOLIC HIGH SCHOOL,19W070 16TH ST,LOMBARD,IL,DUPAGE
NAPERVILLE CHRISTIAN ACADEMY,1451 RAYMOND DR STE 200,NAPERVILLE,IL,DUPAGE
NEW HEBRON CHRISTIAN SCHOOL,10755 E 700TH AVE,ROBINSON,IL,CRAWFORD
NORTHSIDE SCHOOL,129 E COUNTY RD 500N,ARTHUR,IL,DOUGLAS
NOTRE DAME SCHOOL,66 NORFOLK AVE,CLARENDON HILLS,IL,DUPAGE
POKO LOKO DAY NURSERY SCHOOL,300 WAUKEGAN RD,GLENVIEW,IL,COOK
PRAIRIE LANE AMISH SCHOOL,300 N COUNTY ROAD 210 E,ARTHUR,IL,DOUGLAS
SOUTH PRAIRIE SCHOOL,127 N COUNTY ROAD 200E,ARCOLA,IL,DOUGLAS
SS CYRIL & METHODIUS SCHOOL,607 SOBIESKI ST,LEMONT,IL,COOK
ST BARBARA ELEMENTARY SCHOOL,2830 S QUINN ST,CHICAGO,IL,COOK
ST DAMIAN SCHOOL,5300 155TH ST,OAK FOREST,IL,COOK
ST JOHNS LUTHERAN SCHOOL,4231 183RD ST,COUNTRY CLUB HILLS,IL,COOK
ST JOSEPH SCHOOL,4832 HIGHLAND AVE,DOWNERS GROVE,IL,DUPAGE
ST MARK CHRISTIAN MONTESSORI PRESCHOOL,15W 455 79TH STREET,BURR RIDGE,IL,DUPAGE
ST MARY SCHOOL,210 GURLER RD,DEKALB,IL,DEKALB
ST MARY'S CATHOLIC SCHOOL,222 WATERMAN ST,SYCAMORE,IL,DEKALB
ST MICHAEL SCHOOL,14355 HIGHLAND AVE,ORLAND PARK,IL,COOK
ST PETRONILLE SCHOOL,425 PROSPECT AVE STE 100,GLEN ELLYN,IL,DUPAGE
TENDER LOVING CARE MONTESSORI,30 N PARK AVE,LOMBARD,IL,DUPAGE
TRINITY LUTHERAN SCHOOL,6850 159TH ST STE 1,TINLEY PARK,IL,COOK
ALL SAINTS CATHOLIC ACADEMY,1155 AURORA AVE,NAPERVILLE,IL,DUPAGE
BETHANY LUTHERAN SCHOOL,1550 MODAFF RD,NAPERVILLE,IL,DUPAGE
CARMEL MONTESSORI ACADEMY & CHILDREN'S HOUSE,3S238 STATE ROUTE 59,WARRENVILLE,IL,DUPAGE
CHESTERBROOK ACADEMY ELEMENTARY SCHOOL,1571 OSWEGO RD,NAPERVILLE,IL,DUPAGE
CHRIST THE KING EARLY LEARNING ACADEMY,115 E 15TH ST,LOMBARD,IL,DUPAGE
COLLEGE PREPARATORY SCHOOL OF AMERICA,331 W MADISON ST,LOMBARD,IL,DUPAGE
DOWNERS GROVE ADVENTIST SCHOOL,5524 LEE AVE,DOWNERS GROVE,IL,DUPAGE
DUPAGE MONTESSORI SCHOOL - NAPERVILLE,24W500 MAPLE AVE STE 219,NAPERVILLE,IL,DUPAGE
DUPAGE MONTESSORI SCHOOL - WHEATON,300 E COLE AVE,WHEATON,IL,DUPAGE
FOUR WINDS WALDORF SCHOOL,30W160 CALUMET AVE W,WARRENVILLE,IL,DUPAGE
GIANT STEPS ILLINOIS,2500 CABOT DR,LISLE,IL,DUPAGE
HOLY FAMILY CATHOLIC SCHOOL,145 E GRAND AVE,BENSENVILLE,IL,DUPAGE
HOLY GHOST SCHOOL,260 N WOOD DALE RD,WOOD DALE,IL,DUPAGE
KINDERCARE LEARNING CENTER,745 LONG GROVE DR,AURORA,IL,DUPAGE
LUTHERAN SCHOOL OF ST LUKE,410 S RUSH ST,ITASCA,IL,DUPAGE
LUTHERBROOK ACADEMY,329 W LAKE ST,ADDISON,IL,DUPAGE
MONTESSORI MOPPET CENTRE,25W530 75TH ST,NAPERVILLE,IL,DUPAGE
MONTESSORI OF WOODRIDGE,6953 WOODRIDGE DR,WOODRIDGE,IL,DUPAGE
PYTHAGORAS CHILDRENS ACADEMY,893 N CHURCH RD,ELMHURST,IL,DUPAGE
ROSEHILL MONTESSORI SCHOOL,1203 LISLE PL,LISLE,IL,DUPAGE
SAINTS PETER & PAUL SCHOOL,201 E FRANKLIN AVE,NAPERVILLE,IL,DUPAGE
SETON ACADEMY,350 N WESTMORE AVE,VILLA PARK,IL,DUPAGE
SETON MONTESSORI SCHOOL,5728 VIRGINIA AVE,CLARENDON HILLS,IL,DUPAGE
ST FRANCIS HIGH SCHOOL,2130 W ROOSEVELT RD,WHEATON,IL,DUPAGE
ST IRENE CATHOLIC SCHOOL,3S601 WARREN AVE,WARRENVILLE,IL,DUPAGE
ST MARY OF GOSTYN CATHOLIC SCHOOL,440 PRAIRIE AVE,DOWNERS GROVE,IL,DUPAGE
ST MICHAEL CATHOLIC SCHOOL,314 W WILLOW AVE,WHEATON,IL,DUPAGE
ST PAUL CHRISTIAN DAYCARE & KINDERGARTEN,545 S ARDMORE AVE,VILLA PARK,IL,DUPAGE
ST PHILIP THE APOSTLE SCHOOL,1233 W HOLTZ AVE,ADDISON,IL,DUPAGE
ST RAPHAEL CATHOLIC SCHOOL,1215 MODAFF RD,NAPERVILLE,IL,DUPAGE
ST SCHOLASTICA PARISH SCHOOL,7720 JANES AVE,WOODRIDGE,IL,DUPAGE
ST WALTER SCHOOL,201 W MAPLE AVE,ROSELLE,IL,DUPAGE
THE BRIDGE HIGH SCHOOL,2318 WISCONSIN AVE,DOWNERS GROVE,IL,DUPAGE
TIMOTHY CHRISTIAN P-8,188 W BUTTERFIELD RD,ELMHURST,IL,DUPAGE
TRINITY LUTHERAN SCHOOL,1165 WESTMORE MEYERS RD,LOMBARD,IL,DUPAGE
TRINITY LUTHERAN SCHOOL,405 RUSH ST,ROSELLE,IL,DUPAGE
WHEATON ACADEMY,900 PRINCE CROSSING RD,WEST CHICAGO,IL,DUPAGE
WHEATON CHRISTIAN GRAMMAR SCHOOL,1N350 TAYLOR DR,WINFIELD,IL,DUPAGE
WHEATON MONTESSORI SCHOOL,1970 N GARY AVE,WHEATON,IL,DUPAGE
WILSON MONTESSORI ACADEMY,136 W VALLETTE ST STE 8,ELMHURST,IL,DUPAGE
ALTAMONT LUTHERAN INTERPARISH SCHOOL,7 S EDWARDS ST,ALTAMONT,IL,EFFINGHAM
AVERY COONLEY SCHOOL,1400 MAPLE AVE,DOWNERS GROVE,IL,DUPAGE
BREHM PREPARATORY SCHOOL,950 S BREHM LN,CARBONDALE,IL,JACKSON
CALVARY BAPTIST ACADEMY,20 N AVENUE I,CANTON,IL,FULTON
CHRIST LUTHERAN HIGH SCHOOL,201 WEST LINCOLN STREET,BUCKLEY,IL,IROQUOIS
CHRIST LUTHERAN SCHOOL,146 W JACOB RD,JACOB,IL,JACKSON
CREATIVE MONTESSORI LEARNING CENTER,550 S. EDGEWOOD,LOMBARD,IL,DUPAGE
EWING MENNONITE SCHOOL,15606 LOG CABIN RD,EWING,IL,FRANKLIN
HOLY TRINITY SCHOOL,108 S LINDEN AVE,WESTMONT,IL,DUPAGE
IMMACULATE CONCEPTION SCHOOL,505 E NORTH ST,MORRIS,IL,GRUNDY
IMMANUEL LUTHERAN,148 E 3RD ST,ELMHURST,IL,DUPAGE
MARQUETTE MANOR BAPTIST ACADEMY,333 75TH ST,DOWNERS GROVE,IL,DUPAGE
MT VERNON CHRISTIAN SCHOOL,817 WOODLAND DR,MOUNT VERNON,IL,JEFFERSON
ORCHARDVILLE MENNONITE SCHOOL,1046 COUNTY HIGHWAY 13,KEENES,IL,WAYNE
SACRED HEART ELEMENTARY SCHOOL,407 S HENRIETTA ST,EFFINGHAM,IL,EFFINGHAM
ST ANDREW CATHOLIC SCHOOL,723 MULBERRY ST.,MURPHYSBORO,IL,JACKSON
ST ANTHONY HIGH SCHOOL,304 E ROADWAY AVE,EFFINGHAM,IL,EFFINGHAM
ST FRANCIS/HOLY GHOST CATHOLIC SCHOOL,412 S STATE ST,JERSEYVILLE,IL,JERSEY
ST ISAAC JOGUES ELEMENTARY SCHOOL,421 S CLAY ST,HINSDALE,IL,DUPAGE
ST JOHN THE BAPTIST CATHOLIC ELEMENTARY SCHOOL,702 E POPLAR ST,WEST FRANKFORT,IL,FRANKLIN
ST JOHN THE EVANGELIST SCHOOL,426 3RD ST,CARROLLTON,IL,GREENE
ST JOHNS LUTHERAN SCHOOL,206 E MAIN ST,BUCKLEY,IL,IROQUOIS
ST MALACHY,595 E OGDEN AVE,GENESEO,IL,HENRY
ST MARY CATHOLIC SCHOOL,507 CONNELLY ST,PARIS,IL,EDGAR
ST MARY ELEMENTARY SCHOOL,701 IL ROUTE 35 N,EAST DUBUQUE,IL,JO DAVIESS
ST PAUL'S LUTHERAN SCHOOL,108 W WOODWORTH RD,MILFORD,IL,IROQUOIS
ST PETER LUTHERAN SCHOOL,701 E 3RD ST,SAINT PETER,IL,FAYETTE
ST PIUS X ELEMENTARY SCHOOL,601 WESTMORE MEYERS RD,LOMBARD,IL,DUPAGE
ST THOMAS THE APOSTLE ELEMENTARY SCHOOL,306 W JOURDAN ST BOX 26,NEWTON,IL,JASPER
STS PETER & PAUL,1115 YOUNG ST,NAUVOO,IL,HANCOCK
THOMPSONVILLE CHRISTIAN JUNIOR ACADEMY,3608 ANGEL LANE,THOMPSONVILLE,IL,FRANKLIN
TIMOTHY CHRISTIAN HIGH SCHOOL,1061 S PROSPECT AVE,ELMHURST,IL,DUPAGE
TRI-STATE CHRISTIAN SCHOOL,11084 W US HIGHWAY 20,GALENA,IL,JO DAVIESS
TRINITY CHRISTIAN SCHOOL,1218 W FREEMAN ST,CARBONDALE,IL,JACKSON
VANDALIA CHRISTIAN ACADEMY,201 S 6TH ST,VANDALIA,IL,FAYETTE
VICTORY CHRISTIAN ACADEMY,1719 BROADWAY ST,MOUNT VERNON,IL,JEFFERSON
VISITATION CATHOLIC SCHOOL,107 S. LEXINGTON AVE.,KEWANEE,IL,HENRY
VISITATION SCHOOL,851 S YORK ST,ELMHURST,IL,DUPAGE
ANNUNCIATION OF THE BVM SCHOOL,1840 CHURCH RD,AURORA,IL,KANE
AURORA CENTRAL CATHOLIC HIGH SCHOOL,1255 N EDGELAWN DR,AURORA,IL,KANE
